#                        id   b      mag     nPix_g     nPix_s       sky    skyErr_s   skyStdErr_s    magErr_r    magErr_s    magErr_t    delMag_p    delMag_m
NGVSJ12:28:12.86+12:54:56.5   R   22.230        891      26116     0.429   4.211e-02     2.105e-02   2.054e-02   5.321e-04   3.423e-02   1.577e-02   1.600e-02
NGVSJ12:28:12.86+12:54:56.5   I   21.749       1859      21109     1.950   9.219e-02     4.609e-02   4.302e-02   1.080e-03   5.254e-02   4.561e-02   4.761e-02
NGVSJ12:28:12.86+12:54:56.5   Z   21.143       1859      21657     1.900   1.351e-01     6.757e-02   4.391e-02   9.064e-04   4.319e-02   3.839e-02   3.980e-02
NGVSJ12:28:14.87+11:47:23.6   U   14.449    2115435    2722177     0.847   5.793e-02     2.897e-02   7.057e-04   2.754e-05   4.006e-02   3.933e-02   4.081e-02
NGVSJ12:28:14.87+11:47:23.6   G   13.057    2559663    2967568     0.716   8.943e-02     4.471e-02   2.030e-04   1.297e-05   2.076e-02   2.056e-02   2.096e-02
NGVSJ12:28:14.87+11:47:23.6   I   12.127    3097195    3148483     0.743   1.151e-01     5.756e-02   2.718e-04   7.801e-06   1.373e-02   1.364e-02   1.382e-02
NGVSJ12:28:14.87+11:47:23.6   Z   11.776     516137    2832181    -1.947   7.593e-01     3.796e-01   2.402e-04   1.520e-05   1.092e-02   1.087e-02   1.098e-02
NGVSJ12:28:15.41+12:33:37.2   U   22.605       1215      54726     0.177   2.655e-02     1.328e-02   2.314e-02   5.535e-04   4.087e-02   1.912e-02   1.947e-02
NGVSJ12:28:15.41+12:33:37.2   G   21.190       2927      49686    -0.059   3.818e-02     1.909e-02   9.024e-03   3.355e-04   2.612e-02   1.800e-02   1.830e-02
NGVSJ12:28:15.41+12:33:37.2   R   20.485       9567      48975     0.155   1.905e-02     9.524e-03   1.282e-02   1.581e-04   2.058e-02   1.535e-02   1.557e-02
NGVSJ12:28:15.41+12:33:37.2   I   19.963      13993      49686     2.154   5.311e-02     2.656e-02   2.288e-02   3.296e-04   4.043e-02   3.831e-02   3.971e-02
NGVSJ12:28:15.41+12:33:37.2   Z   19.644      13993      49686     4.236   8.903e-02     4.451e-02   2.742e-02   4.119e-04   4.959e-02   4.766e-02   4.985e-02
NGVSJ12:28:15.85+12:52:12.0   U   21.167      10103     351825     0.306   1.792e-02     8.959e-03   1.641e-02   2.864e-04   3.427e-02   2.842e-02   2.918e-02
NGVSJ12:28:15.85+12:52:12.0   G   19.237     212695     411407    -0.095   1.131e-02     5.654e-03   1.101e-02   1.402e-04   6.510e-02   6.280e-02   6.666e-02
NGVSJ12:28:15.85+12:52:12.0   R   18.319     311401     376985     0.900   4.073e-02     2.036e-02   8.525e-03   2.623e-04   1.465e-01   1.373e-01   1.572e-01
NGVSJ12:28:15.85+12:52:12.0   I   18.076     311401     295184    -0.220   6.070e-02     3.035e-02   1.615e-02   3.126e-04   1.745e-01   1.617e-01   1.901e-01
NGVSJ12:28:15.85+12:52:12.0   Z   18.966      10103     302148     1.520   1.133e-01     5.667e-02   1.185e-02   2.386e-04   2.491e-02   2.372e-02   2.425e-02
NGVSJ12:28:18.74+11:42:00.9   U   17.689      76131     773846     0.736   2.201e-02     1.100e-02   2.404e-03   3.924e-05   1.146e-02   1.077e-02   1.088e-02
NGVSJ12:28:18.74+11:42:00.9   G   16.257     382855     682520     0.741   2.316e-02     1.158e-02   1.149e-03   2.476e-05   1.544e-02   1.521e-02   1.543e-02
NGVSJ12:28:18.74+11:42:00.9   R   15.532     463257     702901     0.881   7.638e-02     3.819e-02   9.817e-04   4.607e-05   3.139e-02   3.091e-02   3.182e-02
NGVSJ12:28:18.74+11:42:00.9   I   15.427     316405     759345     2.570   7.605e-02     3.802e-02   1.588e-03   3.441e-05   1.940e-02   1.919e-02   1.953e-02
NGVSJ12:28:18.74+11:42:00.9   Z   15.416      88867     882876     9.189   1.527e-01     7.633e-02   2.287e-03   3.624e-05   1.088e-02   1.075e-02   1.086e-02
NGVSJ12:28:20.08+13:18:37.2   U   23.547       2475      52944     0.078   1.254e-02     6.269e-03   7.517e-02   8.883e-04   7.103e-02   4.331e-02   4.512e-02
NGVSJ12:28:20.08+13:18:37.2   G   22.957       3559      58263     1.200   6.690e-02     3.345e-02   5.051e-02   3.301e-03   2.014e-01   1.809e-01   2.173e-01
NGVSJ12:28:20.08+13:18:37.2   R   22.761       2475      51444     0.550   8.555e-02     4.277e-02   5.344e-02   2.938e-03   1.512e-01   1.371e-01   1.570e-01
NGVSJ12:28:20.08+13:18:37.2   I   21.542       7393      53094     1.040   7.567e-02     3.783e-02   6.893e-02   1.462e-03   1.276e-01   1.189e-01   1.336e-01
NGVSJ12:28:20.08+13:18:37.2   Z   22.181       3559      53456     2.900   5.322e-02     2.661e-02   1.440e-01   1.285e-03   8.218e-02   7.406e-02   7.949e-02
NGVSJ12:28:20.18+13:21:35.5   U   21.732      17887      86657     0.046   1.817e-02     9.085e-03   3.793e-02   6.503e-04   9.025e-02   8.367e-02   9.066e-02
NGVSJ12:28:20.18+13:21:35.5   G   20.852      17887      83796     1.138   1.072e-02     5.360e-03   1.628e-02   1.706e-04   2.791e-02   2.258e-02   2.306e-02
NGVSJ12:28:20.18+13:21:35.5   R   20.319      17887      84381     0.445   1.604e-02     8.019e-03   1.516e-02   1.562e-04   2.438e-02   2.069e-02   2.109e-02
NGVSJ12:28:20.18+13:21:35.5   I   20.459       8629      86569     0.573   4.117e-02     2.058e-02   2.746e-02   3.168e-04   3.234e-02   2.904e-02   2.984e-02
NGVSJ12:28:20.18+13:21:35.5   Z   20.438       8629      87632     3.050   1.726e-01     8.628e-02   4.500e-02   1.303e-03   1.217e-01   1.147e-01   1.283e-01
NGVSJ12:28:21.59+12:38:45.4   U   22.996       2465      55441     0.165   4.965e-02     2.483e-02   4.727e-02   2.113e-03   1.134e-01   1.001e-01   1.103e-01
NGVSJ12:28:21.59+12:38:45.4   G   21.626      15353      54076     0.076   1.854e-02     9.269e-03   3.077e-02   5.575e-04   7.279e-02   6.697e-02   7.137e-02
NGVSJ12:28:21.59+12:38:45.4   R   21.104      10669      54907     0.075   4.592e-02     2.296e-02   2.399e-02   7.117e-04   7.570e-02   7.113e-02   7.612e-02
NGVSJ12:28:21.59+12:38:45.4   I   21.248       2465      56159     2.468   1.824e-01     9.119e-02   3.167e-02   1.552e-03   7.941e-02   7.442e-02   7.990e-02
NGVSJ12:28:21.59+12:38:45.4   Z   20.719       7389      56931     2.626   1.276e-01     6.379e-02   5.389e-02   1.154e-03   1.004e-01   9.496e-02   1.041e-01
NGVSJ12:28:21.66+12:08:04.0   U   19.915     104907      34738     0.670   1.626e-02     8.131e-03   2.200e-02   2.644e-04   8.627e-02   8.243e-02   8.921e-02
NGVSJ12:28:21.66+12:08:04.0   G   18.817     126967      34624     1.860   7.936e-02     3.968e-02   8.072e-03   5.163e-04   1.841e-01   1.700e-01   2.016e-01
NGVSJ12:28:21.66+12:08:04.0   R   17.747     104907      34157     2.104   8.243e-02     4.122e-02   3.818e-03   1.820e-04   5.906e-02   5.739e-02   6.060e-02
NGVSJ12:28:21.66+12:08:04.0   I   17.747     104907      34673     2.282   1.498e-01     7.492e-02   8.230e-03   3.308e-04   1.072e-01   1.022e-01   1.128e-01
NGVSJ12:28:21.66+12:08:04.0   Z   17.179      86725      34737    -0.894   9.689e-01     4.844e-01   1.219e-02   1.153e-03   3.394e-01   2.953e-01   4.070e-01
NGVSJ12:28:23.37+11:34:46.9   U   18.873     132905     296921     0.270   1.425e-02     7.125e-03   9.202e-03   9.988e-05   3.698e-02   3.582e-02   3.704e-02
NGVSJ12:28:23.37+11:34:46.9   G   17.865     109833     296921    -0.020   1.293e-02     6.466e-03   2.666e-03   3.256e-05   1.153e-02   1.074e-02   1.085e-02
NGVSJ12:28:23.37+11:34:46.9   R   17.317     132905     296915     0.083   8.415e-03     4.207e-03   2.696e-03   1.407e-05   6.023e-03   5.118e-03   5.142e-03
NGVSJ12:28:23.37+11:34:46.9   I   17.167     132905     296908     1.385   5.257e-02     2.629e-02   5.061e-03   7.657e-05   2.807e-02   2.756e-02   2.828e-02
NGVSJ12:28:23.37+11:34:46.9   Z   16.971     109833     296916    15.470   1.357e-01     6.787e-02   1.054e-02   1.500e-04   4.979e-02   4.862e-02   5.089e-02
NGVSJ12:28:23.64+13:11:44.7   U   16.961     109791    2802853     0.189   3.237e-02     1.618e-02   1.533e-03   3.544e-05   1.204e-02   1.168e-02   1.181e-02
NGVSJ12:28:23.64+13:11:44.7   G   15.703     388917    2728809     1.042   3.872e-02     1.936e-02   8.272e-04   2.505e-05   1.569e-02   1.551e-02   1.573e-02
NGVSJ12:28:23.64+13:11:44.7   R   15.208     254931    2732672     0.904   7.825e-02     3.913e-02   6.386e-04   2.598e-05   1.317e-02   1.304e-02   1.320e-02
NGVSJ12:28:23.64+13:11:44.7   I   14.965     254931    2782653     1.779   1.003e-01     5.013e-02   1.187e-03   2.661e-05   1.348e-02   1.335e-02   1.352e-02
NGVSJ12:28:23.64+13:11:44.7   Z   14.794     254931    2797097     2.465   8.056e-02     4.028e-02   1.754e-03   1.827e-05   9.275e-03   9.183e-03   9.262e-03
NGVSJ12:28:26.26+12:20:45.2   U   20.017      48963      29813     0.600   4.943e-02     2.471e-02   1.480e-02   6.031e-04   1.339e-01   1.259e-01   1.424e-01
NGVSJ12:28:26.26+12:20:45.2   G   18.920      86725      29813     1.990   9.946e-03     4.973e-03   6.336e-03   5.880e-05   1.853e-02   1.718e-02   1.746e-02
NGVSJ12:28:26.26+12:20:45.2   R   18.396     104909      29813     2.550   1.246e-01     6.230e-02   6.619e-03   5.001e-04   1.621e-01   1.510e-01   1.754e-01
NGVSJ12:28:26.26+12:20:45.2   I   18.253      86725      29813     1.730   2.129e-01     1.064e-01   1.148e-02   6.809e-04   2.006e-01   1.840e-01   2.217e-01
NGVSJ12:28:26.26+12:20:45.2   Z   18.075      71665      29813    18.600   3.441e-01     1.721e-01   2.404e-02   8.493e-04   2.274e-01   2.064e-01   2.551e-01
NGVSJ12:28:27.72+12:33:29.9   U   22.806       8303      47981     0.085   2.628e-02     1.314e-02   7.221e-02   1.723e-03   1.619e-01   1.467e-01   1.696e-01
NGVSJ12:28:27.72+12:33:29.9   G   22.339       1931      47845    -0.097   3.671e-02     1.836e-02   2.103e-02   7.550e-04   4.601e-02   3.268e-02   3.370e-02
NGVSJ12:28:27.72+12:33:29.9   R   21.524       5761      45178     0.120   1.631e-02     8.154e-03   2.589e-02   2.735e-04   3.018e-02   2.056e-02   2.096e-02
NGVSJ12:28:27.72+12:33:29.9   I   21.576       4003      46625     2.001   1.089e-01     5.444e-02   5.403e-02   1.597e-03   1.035e-01   9.660e-02   1.060e-01
NGVSJ12:28:27.72+12:33:29.9   Z   22.800        315      47406     3.600   1.733e-01     8.666e-02   7.489e-02   2.201e-03   5.550e-02   3.839e-02   3.979e-02
NGVSJ12:28:28.06+12:49:25.3   U   16.171     335057     876815     0.317   2.137e-02     1.069e-02   1.167e-03   1.975e-05   1.158e-02   1.137e-02   1.149e-02
NGVSJ12:28:28.06+12:49:25.3   G   15.098     276901     868592     0.356   4.966e-02     2.483e-02   3.430e-04   1.553e-05   8.248e-03   8.139e-03   8.201e-03
NGVSJ12:28:28.06+12:49:25.3   R   14.531     276901     957349     0.724   8.787e-02     4.393e-02   3.144e-04   1.630e-05   8.620e-03   8.542e-03   8.610e-03
NGVSJ12:28:28.06+12:49:25.3   I   14.319     210327     868058     2.098   7.262e-02     3.631e-02   5.030e-04   9.656e-06   4.499e-03   4.419e-03   4.437e-03
NGVSJ12:28:28.06+12:49:25.3   Z   14.168     276901     909531     1.252   9.220e-02     4.610e-02   8.757e-04   1.224e-05   6.483e-03   6.422e-03   6.460e-03
NGVSJ12:28:29.72+11:58:19.6   U   22.078       2671      38580     0.585   7.223e-02     3.612e-02   2.583e-02   1.374e-03   7.643e-02   6.878e-02   7.344e-02
NGVSJ12:28:29.72+11:58:19.6   G   20.839       7953      36317     1.070   1.764e-02     8.818e-03   1.216e-02   1.849e-04   2.296e-02   1.637e-02   1.662e-02
NGVSJ12:28:29.72+11:58:19.6   R   20.566       2671      36036     0.938   8.461e-02     4.231e-02   8.034e-03   3.998e-04   2.501e-02   2.047e-02   2.086e-02
NGVSJ12:28:29.72+11:58:19.6   I   20.219       7953      36990     1.703   9.918e-02     4.959e-02   2.140e-02   5.875e-04   5.375e-02   5.116e-02   5.370e-02
NGVSJ12:28:29.72+11:58:19.6   Z   20.177       7953      24684    -4.600   2.612e-01     1.306e-01   6.076e-02   1.488e-03   1.332e-01   1.252e-01   1.416e-01
NGVSJ12:28:31.15+11:31:59.9   U   23.257        667      35272     0.301   3.029e-02     1.514e-02   4.906e-02   8.527e-04   5.341e-02   2.180e-02   2.225e-02
NGVSJ12:28:31.15+11:31:59.9   G   21.466       4131      33243    -0.099   3.494e-02     1.747e-02   1.765e-02   4.704e-04   3.700e-02   2.982e-02   3.066e-02
NGVSJ12:28:31.15+11:31:59.9   R   20.909       5927      33255    -0.241   6.610e-02     3.305e-02   1.799e-02   6.381e-04   5.183e-02   4.805e-02   5.028e-02
NGVSJ12:28:31.15+11:31:59.9   I   20.743       4131      34091     1.256   2.447e-02     1.224e-02   3.000e-02   1.693e-04   1.876e-02   1.083e-02   1.094e-02
NGVSJ12:28:31.15+11:31:59.9   Z   21.316       1375      35010    18.603   2.278e-01     1.139e-01   7.466e-02   1.541e-03   6.050e-02   5.568e-02   5.869e-02
NGVSJ12:28:31.99+12:59:16.6   U   21.612      11675      52894     0.261   4.726e-02     2.363e-02   3.691e-02   1.223e-03   1.341e-01   1.247e-01   1.410e-01
NGVSJ12:28:31.99+12:59:16.6   G   21.511      16801      51627     0.636   3.152e-02     1.576e-02   3.310e-02   8.920e-04   1.177e-01   1.099e-01   1.223e-01
NGVSJ12:28:31.99+12:59:16.6   R   20.999       8091      51812     0.228   2.139e-02     1.070e-02   2.282e-02   2.622e-04   2.919e-02   2.333e-02   2.384e-02
NGVSJ12:28:31.99+12:59:16.6   I   20.703       8091      52864     1.774   5.647e-02     2.824e-02   3.789e-02   5.269e-04   4.971e-02   4.639e-02   4.846e-02
NGVSJ12:28:31.99+12:59:16.6   Z   22.732        441      51898     0.286   2.249e-01     1.125e-01   1.084e-01   3.175e-03   7.685e-02   6.471e-02   6.881e-02
NGVSJ12:28:32.13+12:32:09.7   U   22.991       4061      50055     0.222   2.678e-02     1.339e-02   7.569e-02   1.456e-03   1.023e-01   8.906e-02   9.702e-02
NGVSJ12:28:32.13+12:32:09.7   G   21.873      12127      50688    -0.206   3.507e-02     1.754e-02   3.951e-02   1.177e-03   1.321e-01   1.224e-01   1.380e-01
NGVSJ12:28:32.13+12:32:09.7   R   21.353      17435      48996     0.157   3.712e-02     1.856e-02   4.451e-02   9.253e-04   1.238e-01   1.158e-01   1.296e-01
NGVSJ12:28:32.13+12:32:09.7   I   22.300       1357      49682     1.650   8.442e-02     4.221e-02   7.275e-02   1.404e-03   6.047e-02   5.053e-02   5.300e-02
NGVSJ12:28:32.13+12:32:09.7   Z   22.598        947      50050     2.840   4.450e-02     2.225e-02   1.379e-01   8.136e-04   4.378e-02   2.475e-02   2.533e-02
NGVSJ12:28:32.40+11:44:40.7   U   17.741     178277     256259     1.300   1.512e-01     7.558e-02   5.284e-03   4.326e-04   1.827e-01   1.688e-01   2.000e-01
NGVSJ12:28:32.40+11:44:40.7   G   16.998     178277     256261     1.400   1.097e-01     5.485e-02   2.590e-03   1.584e-04   6.692e-02   6.489e-02   6.902e-02
NGVSJ12:28:32.40+11:44:40.7   R   16.492     178277     256242     2.200   2.469e-01     1.235e-01   2.142e-03   2.237e-04   9.446e-02   9.055e-02   9.879e-02
NGVSJ12:28:32.40+11:44:40.7   I   17.003      18117     256159     3.000   2.219e-01     1.110e-01   2.235e-03   1.026e-04   1.408e-02   1.372e-02   1.390e-02
NGVSJ12:28:32.40+11:44:40.7   Z   15.946     147375     256238    10.300   9.335e-01     4.667e-01   6.971e-03   4.649e-04   1.785e-01   1.653e-01   1.950e-01
NGVSJ12:28:35.75+12:10:57.2   U   24.564        173      49604     0.431   2.690e-02     1.345e-02   6.474e-02   1.285e-03   9.042e-02   1.678e-02   1.704e-02
NGVSJ12:28:35.75+12:10:57.2   G   22.586       1109      53045     1.419   4.305e-02     2.152e-02   2.140e-02   8.424e-04   4.542e-02   2.770e-02   2.842e-02
NGVSJ12:28:35.75+12:10:57.2   R   22.162        773      46522     1.207   6.863e-02     3.431e-02   1.859e-02   7.587e-04   3.617e-02   2.089e-02   2.130e-02
NGVSJ12:28:35.75+12:10:57.2   I   21.602       2297      45424     1.365   8.147e-02     4.074e-02   4.022e-02   9.270e-04   4.990e-02   4.354e-02   4.536e-02
NGVSJ12:28:35.75+12:10:57.2   Z   21.566       2297      32984     1.600   3.081e-01     1.541e-01   1.113e-01   3.391e-03   1.641e-01   1.515e-01   1.761e-01
NGVSJ12:28:36.07+11:40:16.5   U   22.534       7815      53938     0.360   1.772e-02     8.858e-03   6.299e-02   8.772e-04   8.503e-02   7.490e-02   8.046e-02
NGVSJ12:28:36.07+11:40:16.5   G   21.554      11259      51383     0.140   1.874e-02     9.371e-03   2.507e-02   4.517e-04   5.283e-02   4.690e-02   4.902e-02
NGVSJ12:28:36.07+11:40:16.5   R   21.176      11259      50859     0.170   2.863e-02     1.431e-02   2.741e-02   4.871e-04   5.495e-02   5.049e-02   5.295e-02
NGVSJ12:28:36.07+11:40:16.5   I   20.813      11259      52199     1.085   6.356e-02     3.178e-02   4.295e-02   7.741e-04   8.364e-02   7.918e-02   8.541e-02
NGVSJ12:28:36.07+11:40:16.5   Z   20.915       1817      53430     9.116   1.459e-01     7.297e-02   5.594e-02   7.844e-04   3.731e-02   3.293e-02   3.396e-02
NGVSJ12:28:37.88+12:51:42.0   U   20.493      80331     693908     0.369   1.335e-02     6.675e-03   2.850e-02   3.235e-04   9.269e-02   8.802e-02   9.579e-02
NGVSJ12:28:37.88+12:51:42.0   G   18.814     239815     644096     0.400   3.980e-02     1.990e-02   9.523e-03   3.549e-04   1.739e-01   1.612e-01   1.894e-01
NGVSJ12:28:37.88+12:51:42.0   R   17.721     345349     639511     0.790   4.706e-02     2.353e-02   6.431e-03   1.840e-04   1.082e-01   1.031e-01   1.139e-01
NGVSJ12:28:37.88+12:51:42.0   I   25.346         79     677817     2.150   1.389e-01     6.946e-02   2.471e-01   9.218e-03   1.514e-01   7.899e-02   8.519e-02
NGVSJ12:28:37.88+12:51:42.0   Z   25.945         19     682654     1.104   1.418e-01     7.089e-02   3.554e-01   8.012e-03   1.714e-01   3.437e-02   3.550e-02
NGVSJ12:28:39.87+12:58:40.5   U   21.214      15487      88066     0.268   4.607e-02     2.303e-02   2.418e-02   9.521e-04   1.200e-01   1.125e-01   1.255e-01
NGVSJ12:28:39.87+12:58:40.5   G   20.195      22317      84980     0.543   2.384e-02     1.192e-02   1.012e-02   2.313e-04   3.654e-02   3.402e-02   3.512e-02
NGVSJ12:28:39.87+12:58:40.5   R   19.600      22317      85161     0.179   4.257e-02     2.129e-02   9.056e-03   2.388e-04   3.681e-02   3.511e-02   3.628e-02
NGVSJ12:28:39.87+12:58:40.5   I   19.525      22317      87273     1.625   3.338e-02     1.669e-02   1.909e-02   1.748e-04   2.753e-02   2.580e-02   2.643e-02
NGVSJ12:28:39.87+12:58:40.5   Z   19.188      32139      85996    -0.602   9.765e-02     4.882e-02   2.758e-02   4.499e-04   8.099e-02   7.779e-02   8.380e-02
NGVSJ12:28:41.71+12:54:57.2   U   15.650     345401    6141177     0.037   3.010e-02     1.505e-02   6.322e-04   1.747e-05   1.037e-02   1.022e-02   1.032e-02
NGVSJ12:28:41.71+12:54:57.2   G   14.545     417965    5886371    -0.102   1.849e-02     9.245e-03   2.249e-04   4.268e-06   2.896e-03   2.756e-03   2.763e-03
NGVSJ12:28:41.71+12:54:57.2   R   13.978     505773    5974113     1.238   7.208e-02     3.604e-02   2.124e-04   1.086e-05   7.751e-03   7.694e-03   7.748e-03
NGVSJ12:28:41.71+12:54:57.2   I   13.735     345401    6175602    -0.214   4.411e-02     2.205e-02   3.365e-04   4.389e-06   2.650e-03   2.577e-03   2.583e-03
NGVSJ12:28:41.71+12:54:57.2   Z   13.565     417965    6352646     1.035   1.600e-01     8.001e-02   5.445e-04   1.498e-05   9.699e-03   9.640e-03   9.726e-03
NGVSJ12:28:42.66+12:32:59.4   U   17.432     434207     572610     0.295   9.794e-03     4.897e-03   3.654e-03   3.291e-05   2.194e-02   2.147e-02   2.190e-02
NGVSJ12:28:42.66+12:32:59.4   G   16.356     525387     553724    -0.151   1.155e-02     5.775e-03   1.381e-03   1.584e-05   1.166e-02   1.142e-02   1.155e-02
NGVSJ12:28:42.66+12:32:59.4   R   15.761     635707     574603     0.082   2.862e-02     1.431e-02   1.361e-03   2.496e-05   1.996e-02   1.972e-02   2.009e-02
NGVSJ12:28:42.66+12:32:59.4   I   15.511     525387     600792     1.471   4.378e-02     2.189e-02   2.284e-03   2.758e-05   2.004e-02   1.981e-02   2.018e-02
NGVSJ12:28:42.66+12:32:59.4   Z   15.418     434207     623907     2.983   8.098e-02     4.049e-02   3.274e-03   4.257e-05   2.808e-02   2.770e-02   2.842e-02
NGVSJ12:28:43.31+11:45:18.1   U   13.848    2241827   47345295     0.531   7.474e-02     3.737e-02   4.757e-04   2.103e-05   3.149e-02   3.103e-02   3.195e-02
NGVSJ12:28:43.31+11:45:18.1   G   12.549    1852699   47596014     0.338   5.904e-02     2.952e-02   1.098e-04   4.564e-06   6.222e-03   6.195e-03   6.230e-03
NGVSJ12:28:43.31+11:45:18.1   R   11.932    1852699   39492532     0.470   1.010e-01     5.049e-02   9.482e-05   4.422e-06   6.025e-03   6.002e-03   6.036e-03
